Hourly,TZ_ASNSR:Zone Air Relative Humidity[%],TZ_ATOLYE:Zone Air Relative Humidity[%],TZ_KONFSALON:Zone Air Relative Humidity[%],TZ_KORIDOR:Zone Air Relative Humidity[%],TZ_MECODA:Zone Air Relative Humidity[%],TZ_MERDVN:Zone Air Relative Humidity[%],TZ_ODA:Zone Air Relative Humidity[%],TZ_WC:Zone Air Relative Humidity[%],TZ_ASNSR:Zone Air Temperature[C],TZ_ATOLYE:Zone Air Temperature[C],TZ_KONFSALON:Zone Air Temperature[C],TZ_KORIDOR:Zone Air Temperature[C],TZ_MECODA:Zone Air Temperature[C],TZ_MERDVN:Zone Air Temperature[C],TZ_ODA:Zone Air Temperature[C],TZ_WC:Zone Air Temperature[C]
2006-Apr-20 15:00:00,40.428640532194215,41.3011527964841,41.32509101759731,46.031743237036174,34.07723729353179,32.24997971198409,41.287330489816675,31.23352468343509,18.24237269781774,23.999387261792453,23.99994571494794,23.999584819974103,22.42507474768105,23.999743368141136,23.99907388169996,23.999476136899442
2006-Apr-20 16:00:00,39.240654543964304,41.17372513242139,41.17922453419355,46.28827700843917,32.89754402689496,31.80067016935932,41.1696105439681,31.089344076045467,18.476041328499047,23.9997741699427,23.999977955107912,23.999966438131086,22.538000342939807,23.999943290776823,23.99985592245099,23.99993585121266
2006-Apr-20 17:00:00,40.46500494507029,41.03855918699335,40.990647649981796,46.40643076075862,32.10339998305409,31.467791055591263,41.05615940674024,30.97814463170295,18.511194111076236,23.999343119119555,23.999964517115767,23.999821944548106,22.653300781358414,23.99955692993988,23.99937358290609,23.999601443166643
2006-Apr-20 18:00:00,46.98008070555094,40.98616060685239,40.92891365228477,46.34461150934195,32.61915566214593,31.449302781178986,41.00883971101258,30.984095796211168,18.697360582994282,23.998988302969774,23.999954846793496,23.99979121633577,22.640514186588927,23.999624686727902,23.99919957370078,23.999611704887794
2006-Apr-20 19:00:00,53.53739605953828,40.91390893699829,43.05262668514458,45.97771497139612,34.642617441556574,31.809796570703508,40.92648478098065,31.1473897975014,17.858048501537752,23.999908220257385,23.15000030928878,23.999932779400073,22.44356638531538,23.999947732243783,23.99988971769768,23.999899802574074
2006-Apr-20 20:00:00,52.68578188985913,40.082671787973446,43.792567667225434,44.8517115037694,35.96555615821151,32.10020600840291,40.16894733688802,31.287895908185362,17.263563314961505,23.999985627905286,22.47139842574643,23.999997959664544,22.254674736161917,23.999963275219088,23.99998635532721,23.999971498046488
2006-Apr-20 21:00:00,51.8000189059139,38.62392253713867,42.726842072780755,43.09117447348464,36.70734954810639,32.26973343540192,38.841873863030074,31.400041915909924,16.69768606930092,23.999999136438134,22.17355696114998,23.997654654339385,22.0963187502668,23.999989176985277,23.99999645682028,23.99998623017878
2006-Apr-20 22:00:00,51.371873789188065,37.82068150453148,40.82503117944357,42.13282895109144,36.07130385191016,32.300302846935836,38.094207608535186,31.440542437485856,16.69733421698538,23.999997928997715,22.538822333433313,23.9999478587488,22.37720108487527,23.999992685912748,23.999997518003557,23.999968385040038
2006-Apr-20 23:00:00,52.459170595241595,37.555236240365666,40.14416621047975,41.940255918352484,36.03196462028415,32.312412779604934,37.88869773507992,31.454868850592792,16.3808468314689,23.999998862994843,22.689961795954428,23.94535655762255,22.39550401195916,23.99999793937481,23.979168250314796,23.99998294663006
2006-Apr-21 00:00:00,50.519360620855984,37.2450449382984,39.793850519954454,42.01057168732815,36.08469962188041,32.290419434569436,38.03028212371515,31.44798925122871,16.53554983705001,23.99999577811029,22.687433126413882,23.772913485450882,22.337158875731692,23.999998330101075,23.786432008121835,23.999996010951495
2006-Apr-21 01:00:00,51.048940237060386,37.080667920520376,39.488744610768165,42.10393410819352,36.12058377748696,32.24441507032461,38.299915072152004,31.426351272138987,16.123543236420527,23.91571882708644,22.643906590078018,23.574157847287214,22.260645795233398,23.999997904456905,23.520971676998915,23.99999921094759
2006-Apr-21 02:00:00,49.97146809052683,37.2087724212842,39.243394577080615,42.213603017342614,36.15256618628269,32.23404646650726,38.57028365828077,31.403922767361056,16.24346402046602,23.717372507472422,22.600924769874695,23.389040953733417,22.18766542910505,23.980627597730265,23.268681583508226,23.999996322243188
2006-Apr-21 03:00:00,51.503812518481254,37.17265557973359,39.0065583592583,42.13780793485943,36.195506246007334,32.26686577820381,38.58093412261996,31.385771757374915,15.744993863801419,23.596491385782944,22.556886514949525,23.279909256078565,22.108325133044577,23.94016688490522,23.133309872374884,23.999992903853826
2006-Apr-21 04:00:00,48.835010951955645,36.80800945304381,38.758903303821555,41.74175732735685,36.22775790126605,32.16569922792229,38.1966859688501,31.36735567441365,16.508634913253605,23.6240792556078,22.5170928385218,23.296068713830493,22.032326570732874,23.968211774949964,23.170015850248166,23.999997771833566
2006-Apr-21 05:00:00,50.48519118681776,36.79212574941345,38.49607623085401,41.68613484885297,36.238397388866964,32.258907747544,38.247478631172385,31.35189500945099,15.755915586649351,23.48651657504045,22.474122344188647,23.170896329202865,21.952216752055254,23.889701145335355,23.0114193435886,23.995311471395272
2006-Apr-21 06:00:00,46.94034841382729,36.84236482055534,38.25587748695414,41.69963855670742,36.233962060039886,32.37772631235305,38.36331335397685,31.442244062964306,16.614422731102312,23.322634601415782,22.431280574851304,23.02621789905959,21.875805316714473,23.796093078902913,22.825419996256596,23.934528676680582
2006-Apr-21 07:00:00,49.43743625891606,36.75356425162596,38.19300264425415,41.361465434513185,36.46050267786244,32.28443618642138,38.14695780846566,31.450343210963354,15.60159270912232,23.191497478058597,22.280096983399943,22.994342245654007,21.672721571319,23.80568033982763,22.755389012400325,23.918819345662598
2006-Apr-21 08:00:00,49.59400693124786,35.39593832448811,38.21463048923432,39.09192820057557,37.27960067860532,31.763785879654183,35.806994899593995,31.265180947098102,15.722276608286327,23.551472798729275,22.00000784428265,23.646485278359346,21.120379592482745,23.999230983526648,23.538657698450624,23.999991388255697
2006-Apr-21 09:00:00,45.9630849897682,35.26274391193764,35.40602863201102,38.85480270591547,36.617993391092384,31.70708123954363,35.510444283873305,31.271991253996134,17.857462285078913,23.999866847811777,23.690488029057132,23.999962983906684,21.385861364982826,23.999956294129206,23.999903621602858,23.999952836232467
2006-Apr-21 10:00:00,47.46189231199227,37.164826302474246,36.946809835478724,40.56688040359753,36.52310555478809,31.765313138067444,37.24312207500491,31.322277587949625,17.96683233314805,23.999895818553412,23.999985987805,23.999923183679936,21.55927286884986,23.999975724340214,23.999843852808436,23.999907492423215
2006-Apr-21 11:00:00,42.1039698764663,38.29803046107533,38.21079345002484,41.73157929713601,36.08974554069356,31.753612347276427,38.304407624753416,31.33699902825221,18.28820125461615,23.99975140244689,23.999982424036457,23.999889191933192,21.75038987344418,23.99996264662177,23.99973016218725,23.999769269773864
2006-Apr-21 12:00:00,38.24975923946701,38.666382751230934,38.64189977779555,42.39509273197107,34.616387851950044,31.452812685410695,38.64421947018709,31.234479039232102,18.8463383845009,23.999744916489686,23.999986900711832,23.9998216005301,22.037124599041558,23.999879241771293,23.99959330960921,23.999648269394104
